cod_ibge;municipio;casos_dengue;precipitacao_total_anual;temp_media_anual;vento_vlc_media_anual;saneamento_basico;abastecimento_agua;esgotamento_sanitario;coleta_residuos;total_coleta_residuos;drenagem_urbana;pop_estimada;pib_municipio;desp_saude_percapta;dens_demografica;desp_percapta_RSU
3500105;ADAMANTINA;1331;1,49;238,65;17,63;Sim;Sim;Sim;Não;0;Sim;34681;0;1566,13;84,18;0
3500204;ADOLFO;164;0,77;165,34;14,04;Sim;Sim;Sim;Não;0;Sim;4345;0;2257,5;20,59;0
3500303;AGUAI;9;0,83;113,66;6,12;Sim;Sim;Sim;Não;0;Sim;32073;0;987,51;67,59;0
3500402;AGUAS DA PRATA;0;0;0;0;Sim;Sim;Sim;Não;0;Sim;7370;0;1209,48;51,66;0
3500501;AGUAS DE LINDOIA;22;0,37;100,46;4,94;Sim;Sim;Sim;Não;0;Não ;17925;0;1322,2;298,12;0
3500550;AGUAS DE SANTA BARBARA;52;0,79;116,3;14,19;Sim;Sim;Sim;Não;0;Sim;7165;0;1678,41;17,71;0
3500600;AGUAS DE SAO PEDRO;43;0,43;122,3;12,55;Sim;Sim;Sim;Não;0;Sim;2779;0;2686,08;769,38;0
3500709;AGUDOS;222;1,18;239,03;16,43;Sim;Sim;Sim;Não;0;Sim;37657;0;1568,86;38,95;0
3500758;ALAMBARI;1;0;0;0;Não;;;Não;0;;6131;0;1299,37;38,41;0
3500808;ALFREDO MARCONDES;231;0,8;209,3;11,78;Não;;;Não;0;;4441;0;1437,51;37,35;0
3500907;ALTAIR;35;1,22;149,61;7,22;;;;Não;0;;3453;0;3288,62;11,03;0
3501004;ALTINOPOLIS;11;0,14;59,7;4,4;Sim;Sim;Sim;Sim;350;Sim;16809;0;1528,06;18,09;0
3501103;ALTO ALEGRE;338;1,06;120,46;12,73;Sim;Sim;Sim;Sim;42;Sim;3843;0;2978,04;12,06;0
3501152;ALUMINIO;4;0,03;50,1;4,24;Sim;Sim;Não ;Sim;1073,3;Sim;17298;0;1510,94;206,87;0
3501202;ALVARES FLORENCE;430;0;0;0;Não;;;Não;0;;3915;0;2219,75;10,80;0
3501301;ALVARES MACHADO;478;1,27;260,94;13,17;Sim;Sim;Sim;Sim;451,4;Sim;27227;0;998,97;78,32;0
3501400;ALVARO DE CARVALHO;123;0,59;126,58;10,77;Sim;Sim;Sim;Sim;25;Sim;4807;0;1641,82;31,28;0
3501509;ALVINLANDIA;19;0,5;84,08;7,01;Sim;Sim;Sim;Sim;2,5;Sim;2886;0;1770,59;34,00;0
3501608;AMERICANA;5639;0,96;209,01;22,59;Sim;Sim;Sim;Sim;1440;Sim;237044;0;1069,56;1770,15;0
3501707;AMERICO BRASILIENSE;3133;2,3;247,63;16,28;Não;;;Não;0;;33029;0;1468,34;268,62;0
3501806;AMERICO DE CAMPOS;453;0;0;0;Sim;Sim;Sim;Sim;200;Não ;5869;0;1798,12;23,21;0
3501905;AMPARO;87;0,37;127,41;4,79;Sim;Sim;Sim;Sim;240;Sim;67993;0;1858,66;152,68;0
3502002;ANALANDIA;93;1,42;178,61;12,65;Sim;;;Não;0;;4587;0;1911,01;14,07;0
3502101;ANDRADINA;2074;1,49;238,65;17,63;Sim;Sim;Sim;Sim;1092;Não ;59751;0;1165,94;61,97;0
3502200;ANGATUBA;8;0,28;91,94;9,38;Não;;;Sim;1100;;24009;0;1329,46;23,37;0
3502309;ANHEMBI;5;0,29;65,2;6,16;Sim;Sim;Sim;Não;0;Sim;5674;0;2770,5;7,70;0
3502408;ANHUMAS;251;0,69;186,03;9,11;Sim;Sim;Sim;Sim;125;Sim;4021;0;1895,12;12,53;0
3502507;APARECIDA;38;0,91;137,55;12,63;Sim;;;Não;0;;32585;0;984,87;269,54;0
3502606;APARECIDA D'OESTE;388;0,37;236,7;23,58;Sim;;;Não;0;;4088;0;2123,83;22,84;0
3502705;APIAI;5;0,41;64,37;5,95;Sim;Sim;Sim;Sim;655;Não ;24589;0;1090,11;25,24;0
3502754;ARACARIGUAMA;4;0,42;60,62;4,03;Não;;;Não;0;;21487;0;1755,87;147,98;0
3502804;ARACATUBA;3131;1,49;238,65;17,63;Sim;Sim;Sim;Sim;979;Sim;199989;0;1025,98;171,35;0
3502903;ARACOIABA DA SERRA;14;0,38;109,14;10,79;Não;;;Sim;65,8;;32404;0;870,76;126,92;0
3503000;ARAMINA;14;0,32;65,44;3,38;Não;;;Não;0;;5418;0;1747,81;26,71;0
3503109;ARANDU;0;0;0;0;Sim;Sim;Não ;Não;0;Sim;6879;0;1891,35;24,06;0
3503158;ARAPEI;0;0;0;0;Não;;;Não;0;;2331;0;3824,97;14,86;0
3503208;ARARAQUARA;21744;2,3;247,63;16,28;Sim;Sim;Sim;Sim;4407,1;Sim;241977;0;1754,47;241,10;0
3503307;ARARAS;2929;1,38;240,12;6,04;Sim;;;Sim;365;;130778;0;1016,17;202,81;0
3503356;ARCO-IRIS;98;1,39;254,94;31,51;Não;;;Não;0;;2043;0;2361,24;7,71;0
3503406;AREALVA;42;0,37;142,27;11,58;Não;;;Não;0;;8128;0;1492,27;16,06;0
3503505;AREIAS;4;0,16;41,15;2,39;Não;;;Não;0;;3578;0;2258,45;11,72;0
3503604;AREIOPOLIS;12;0,15;138,34;12,18;Sim;Sim;Sim;Sim;120;Sim;10133;0;1100,49;117,95;0
3503703;ARIRANHA;59;0,4;178,75;16,35;Sim;Sim;Sim;Não;0;Sim;7608;0;1618,29;57,37;0
3503802;ARTUR NOGUEIRA;283;1,38;240,12;6,04;Não;;;Não;0;;51402;0;1010,41;288,73;0
3503901;ARUJA;155;1,47;200,11;18,72;Sim;Sim;Sim;Sim;950;Não ;86590;0;1499,17;900,41;0
3503950;ASPASIA;223;0,42;237,16;23,23;Não;;;Não;0;;1842;0;2660,24;26,55;0
3504008;ASSIS;575;1,17;183,58;13,45;Sim;Sim;Sim;Sim;3168,5;Não ;101364;0;1033,55;220,07;0
3504107;ATIBAIA;1284;1,55;247,68;22,93;Sim;Sim;Sim;Sim;2925,8;Não ;158399;0;1218,85;331,02;0
3504206;AURIFLAMA;344;0,36;211,22;20,83;;;;Não;0;;13695;0;1525,88;31,52;0
3504305;AVAI;39;1,04;241,74;17,17;Não;;;Não;0;;4486;0;1934,66;8,30;0
3504404;AVANHANDAVA;301;0,76;205,79;14,55;Sim;Sim;Sim;Não;0;Sim;11263;0;1229,64;33,29;0
3504503;AVARE;94;0,79;170,33;19,18;Não;;;Não;0;;92733;0;1205,83;76,45;0
3504602;BADY BASSITT;629;0,93;277,87;27,08;Sim;Sim;Sim;Não;0;Sim;27142;0;1088,98;245,91;0
3504701;BALBINOS;5;0,41;89,23;7,36;Não;;;Não;0;;3886;0;2066,64;42,41;0
3504800;BALSAMO;279;0,53;185,41;16,5;Não;;;Não;0;;9585;0;1292,56;63,95;0
3504909;BANANAL;2;0,01;17,45;0,82;Não;;;Não;0;;9971;0;1521,8;16,18;0
3505005;BARAO DE ANTONINA;93;0;0;0;Sim;Sim;Sim;Não;0;Sim;3528;0;2164,76;23,04;0
3505104;BARBOSA;563;0,93;277,87;27,08;Sim;Sim;Sim;Não;0;Sim;5646;0;1920,41;27,51;0
3505203;BARIRI;9;0,09;37,55;2,85;Não;;;Não;0;;31595;0;1345,02;71,10;0
3505302;BARRA BONITA;318;0,5;163,09;11,14;Sim;Sim;Sim;Não;0;Sim;34352;0;1272,15;228,83;0
3505351;BARRA DO CHAPEU;0;0;0;0;Sim;Sim;Sim;Não;0;Não ;5179;0;1311,33;12,77;0
3505401;BARRA DO TURVO;10;0,7;76,45;3,62;Sim;Sim;Sim;Não;0;Sim;6882;0;1667,88;6,83;0
3505500;BARRETOS;2127;1,64;198,21;9,66;Não;;;Não;0;;122410;0;2627,66;78,16;0
3505609;BARRINHA;447;1,42;242,66;21,94;Não;;;Não;0;;32066;0;966,4;219,59;0
3505708;BARUERI;99;1,98;237,18;17,93;Sim;Sim;Sim;Não;0;Sim;315873;0;3813,03;4807,74;0
3505807;BASTOS;642;1,16;205,49;25,88;Sim;Sim;Sim;Não;0;Sim;21495;0;1485,07;125,77;0
3505906;BATATAIS;1353;1,07;168,05;13,43;Sim;Sim;Sim;Não;0;Não ;58388;0;1274,11;68,73;0
3506003;BAURU;4017;1,23;265,7;17,47;Sim;Sim;Sim;Não;0;Sim;378889;0;816,56;567,47;0
3506102;BEBEDOURO;588;0;0;0;Sim;Sim;Sim;Não;0;Sim;76364;0;1400,74;111,78;0
3506201;BENTO DE ABREU;64;0,72;119,75;8,63;Sim;Sim;Sim;Não;0;Não ;2606;0;2619,57;8,64;0
3506300;BERNARDINO DE CAMPOS;6;0;0;0;Sim;Sim;Sim;Não;0;Sim;11601;0;1753,86;47,51;0
3506359;BERTIOGA;144;2,88;226,92;14,78;Sim;;;Não;0;;64055;0;2073,12;130,31;0
3506409;BILAC;153;1,14;171,29;11,84;Sim;;;Não;0;;7317;0;1820,5;46,30;0
3506508;BIRIGUI;9642;1,49;238,65;17,63;Sim;Sim;Sim;Não;0;Sim;118905;0;1118,05;224,34;0
3506607;BIRITIBA-MIRIM;58;1,94;191,42;12,46;Sim;Sim;Sim;Não;0;Sim;29675;0;903,81;93,49;0
3506706;BOA ESPERANCA DO SUL;823;0,37;215,61;16,75;Sim;Sim;Sim;Não;0;Sim;12983;0;1674,32;18,80;0
3506805;BOCAINA;218;0,65;137,09;7,63;Sim;;;Não;0;;11256;0;1295,58;30,93;0
3506904;BOFETE;3;0,2;58,57;6,93;Não;;;Não;0;;10454;0;1254,3;16,00;0
3507001;BOITUVA;85;0,77;183,15;19,56;Não;;;Não;0;;60982;0;1344,12;244,95;0
3507100;BOM JESUS DOS PERDOES;14;0,3;91,32;9,19;Não;;;Não;0;;21989;0;1259,94;202,91;0
3507159;BOM SUCESSO DE ITARARE;1;0,11;19,11;1,02;Sim;;;Não;0;;3555;0;2461,61;26,61;0
3507209;BORA;64;1,15;163;17,83;Sim;Sim;Sim;Não;0;Sim;906;0;5768,49;7,62;0
3507308;BORACEIA;18;0,17;81,91;5,81;Sim;;;Não;0;;4712;0;2145,66;38,59;0
3507407;BORBOREMA;1558;0,37;239,84;17,16;Sim;Sim;Sim;Não;0;Sim;14228;0;1775,68;25,76;0
3507456;BOREBI;156;0,83;188,96;22,62;Sim;;;Não;0;;2710;0;2518,03;7,79;0
3507506;BOTUCATU;313;0,95;274,78;21,37;Sim;Não;Sim;Não;0;Sim;145023;0;1006,45;97,81;0
3507605;BRAGANCA PAULISTA;265;1,55;247,68;22,93;Não;;;Não;0;;176582;0;1152,51;344,49;0
3507704;BRAUNA;287;1,19;185,07;21,41;Sim;Sim;Sim;Não;0;Sim;5354;0;1581,91;27,43;0
3507753;BREJO ALEGRE;158;0,15;96,34;8,58;Não;;;Não;0;;2565;0;2890,41;24,27;0
3507803;BRODOWSKI;52;0,73;174,62;14,82;Sim;Sim;Sim;Não;0;Sim;25170;0;1222,39;90,39;0
3507902;BROTAS;406;1,98;225;14,99;Sim;Sim;Sim;Não;0;Sim;23881;0;1581,49;21,68;0
3508009;BURI;6;0,58;103,65;4,88;Não;;;Não;0;;20238;0;1317,15;16,91;0
3508108;BURITAMA;1671;0,61;229,05;22,03;Sim;Sim;Sim;Não;0;Sim;17197;0;1765,86;52,60;0
3508207;BURITIZAL;49;0,32;85,05;4,9;Não;;;Não;0;;4354;0;2367,89;16,34;0
3508306;CABRALIA PAULISTA;41;0,26;88,58;5,64;Sim;Sim;Sim;Não;0;Sim;4299;0;1810,61;17,91;0
3508405;CABREUVA;30;1,66;177,49;13,55;Sim;Sim;Sim;Não;0;Não ;46971;0;1691,3;180,50;0
3508504;CACAPAVA;104;1,26;200,31;18,92;Não;;;Não;0;;96117;0;1095,11;260,49;0
3508603;CACHOEIRA PAULISTA;13;0,64;138,36;7,38;Sim;Sim;Sim;Não;0;Sim;31554;0;1015,12;109,57;0
3508702;CACONDE;5;0,35;106,11;5,83;Sim;Sim;Sim;Não;0;Sim;17111;0;1085,05;36,55;0
3508801;CAFELANDIA;68;0,09;91,87;5,56;Sim;Sim;Não ;Não;0;Sim;16654;0;1596,4;18,10;0
3508900;CAIABU;77;0,8;209,3;11,78;Sim;Sim;Sim;Não;0;Sim;3714;0;1836,28;14,66;0
3509007;CAIEIRAS;195;1,44;192,34;15,1;Não;;;Não;0;;94970;0;1000,96;972,63;0
3509106;CAIUA;51;0,67;161,45;2,3;Não;;;Não;0;;5463;0;1726,04;9,91;0
3509205;CAJAMAR;117;1,61;215,95;16,44;Sim;Sim;Sim;Não;0;Sim;92452;0;1767,67;703,67;0
3509254;CAJATI;4;0,41;34,91;1,56;Sim;;;Não;0;;28514;0;1503,13;62,75;0
3509304;CAJOBI;229;0;0;0;Sim;Sim;Sim;Não;0;Sim;9137;0;1527,65;51,64;0
3509403;CAJURU;131;1,2;175,05;15,08;Sim;Sim;Sim;Não;0;Sim;23827;0;1632,77;36,10;0
3509452;CAMPINA DO MONTE ALEGRE;0;0;0;0;Não;;;Não;0;;5951;0;1422,53;32,26;0
3509502;CAMPINAS;12450;1,55;247,68;22,93;Sim;Sim;Sim;Não;0;Sim;1138627;0;1580,46;1433,01;0
3509601;CAMPO LIMPO PAULISTA;48;0,48;95,99;7,19;Sim;Sim;Sim;Não;0;Não ;77607;0;1044,1;977,38;0
3509700;CAMPOS DO JORDAO;7;0,45;63,63;4,36;Sim;Sim;Sim;Não;0;Não ;46980;0;1384,13;162,01;0
3509809;CAMPOS NOVOS PAULISTA;212;0;0;0;Sim;Sim;Sim;Não;0;Sim;4885;0;1923,9;10,09;0
3509908;CANANEIA;0;0;0;0;Não;;;Não;0;;12289;0;2002,17;9,93;0
3509957;CANAS;1;0,18;24,25;0,8;Não;;;Não;0;;4927;0;1317,83;92,51;0
3510005;CANDIDO MOTA;53;0;0;0;Sim;Sim;Sim;Não;0;Sim;29452;0;1006,92;49,43;0
3510104;CANDIDO RODRIGUES;83;0,23;171,5;18,23;Sim;;;Não;0;;2887;0;2347,51;40,72;0
3510153;CANITAR;71;0;0;0;;;;Não;0;;6267;0;1320,91;109,07;0
3510203;CAPAO BONITO;26;0,33;72,76;8,67;Sim;Sim;Sim;Não;0;Sim;46336;0;1252,4;28,25;0
3510302;CAPELA DO ALTO;24;0,19;123,04;11,22;Sim;Sim;Sim;Não;0;Sim;22824;0;944,22;134,35;0
3510401;CAPIVARI;172;0,62;163,99;17,51;Não;;;Não;0;;50057;0;1074,72;155,03;0
3510500;CARAGUATATUBA;393;0;0;0;Sim;Sim;Sim;Não;0;Sim;134601;0;1964,32;277,56;0
3510609;CARAPICUIBA;67;1,4;180,17;12,68;Sim;Não;Não ;Não;0;Não ;386860;0;591,81;11198,40;0
3510708;CARDOSO;215;0;0;0;Sim;Sim;Sim;Não;0;Não ;11348;0;1565,86;17,75;0
3510807;CASA BRANCA;6;0,42;62,8;3,97;Não;;;Não;0;;28085;0;1271,89;32,50;0
3510906;CASSIA DOS COQUEIROS;17;0,26;85,66;6,87;Sim;Sim;Sim;Não;0;Sim;2798;0;2142,7;14,60;0
3511003;CASTILHO;539;1,55;283,63;14,57;Sim;;;Não;0;;19963;0;2106,52;18,74;0
3511102;CATANDUVA;4320;0,63;305,22;29,52;Sim;Sim;Sim;Não;0;Sim;115770;0;987,4;398,39;0
3511201;CATIGUA;247;0,56;202,29;18,48;Sim;Sim;Sim;Não;0;Sim;7004;0;1448,23;47,20;0
3511300;CEDRAL;681;0,93;277,87;27,08;Não;;;Não;0;;12578;0;1386,26;63,58;0
3511409;CERQUEIRA CESAR;11;0,52;119,14;14,39;Não;;;Não;0;;21439;0;1228,5;41,90;0
3511508;CERQUILHO;244;0,49;177,59;20,03;Sim;Sim;Sim;Não;0;Sim;44658;0;1139,54;349,43;0
3511607;CESARIO LANGE;184;0,33;144,27;13,39;Sim;Sim;Sim;Não;0;Sim;19021;0;1377,45;99,90;0
3511706;CHARQUEADA;541;0,44;143,88;15,44;Sim;Sim;Sim;Não;0;;15532;0;1138,86;88,33;0
3511904;CLEMENTINA;253;1,15;140,54;15,17;Não;;;Não;0;;6983;0;1544,64;41,42;0
3512001;COLINA;124;0;0;0;Sim;Sim;Sim;Não;0;Sim;18478;0;1968,71;43,76;0
3512100;COLOMBIA;203;0,24;77,53;3,85;Sim;Sim;Sim;Não;0;Sim;6624;0;2733,28;9,09;0
3512209;CONCHAL;35;0,37;100,46;4,94;Não;;;Não;0;;28080;0;1108,91;153,62;0
3512308;CONCHAS;2;0,06;18,25;2,1;Sim;Sim;Sim;Não;0;Não ;15239;0;1453,43;32,69;0
3512407;CORDEIROPOLIS;257;0,59;166,42;17,73;Sim;Sim;Sim;Não;0;Sim;24488;0;1718,86;177,99;0
3512506;COROADOS;454;0,89;254,08;24,34;Sim;Sim;Sim;Não;0;Sim;5399;0;1730,98;21,87;0
3512605;CORONEL MACEDO;0;0;0;0;Sim;Sim;Sim;Não;0;Sim;4285;0;1824,3;14,10;0
3512704;CORUMBATAI;13;0,47;98,68;5,45;Sim;Sim;Sim;Não;0;Sim;4193;0;2130,86;15,05;0
3512803;COSMOPOLIS;408;0,61;194,32;6,04;Sim;Sim;Sim;Não;0;Sim;59766;0;1088,4;386,42;0
3512902;COSMORAMA;257;0;0;0;Sim;Sim;Sim;Não;0;Sim;8708;0;1281,44;19,72;0
3513009;COTIA;254;1,17;173,42;13,34;Sim;Sim;Sim;Não;0;Sim;273822;0;774,5;845,15;0
3513108;CRAVINHOS;554;1,36;196,95;17;Sim;Sim;Sim;Não;0;Sim;33270;0;1083,51;106,83;0
3513207;CRISTAIS PAULISTA;25;0,84;67,95;4,51;Sim;Sim;Sim;Não;0;Sim;9259;0;1190,43;24,03;0
3513306;CRUZALIA;26;0,44;101,08;7,63;Sim;Sim;Sim;Não;0;Sim;2109;0;3070,59;14,12;0
3513405;CRUZEIRO;15;1,23;153,11;7,74;Sim;Sim;Sim;Não;0;Sim;74975;0;1474,35;245,26;0
3513504;CUBATAO;114;3,2;274,58;18,21;Sim;;;Não;0;;112518;0;1974,43;787,51;0
3513603;CUNHA;1;0,09;19,76;1,69;Sim;Sim;Sim;Não;0;Sim;22108;0;962,91;15,71;0
3513702;DESCALVADO;835;1,29;185,31;11,01;Sim;Sim;Sim;Não;0;Sim;31751;0;1459,64;42,13;0
3513801;DIADEMA;179;2,01;239,83;22,59;Sim;Sim;Sim;Não;0;Sim;393187;0;1377,38;12794,06;0
3513850;DIRCE REIS;239;0,31;160,15;14,95;Sim;;;Não;0;;1620;0;2915,36;18,38;0
3513900;DIVINOLANDIA;9;0,06;41,37;2,28;Não;;;Não;0;;11158;0;1017,5;49,87;0
3514007;DOBRADA;287;0,77;169,98;15,95;Sim;Sim;Sim;Não;0;Sim;8753;0;1033,23;58,46;0
3514106;DOIS CORREGOS;62;0,25;157,14;15,31;Não;;;Não;0;;24512;0;1237,31;38,73;0
3514205;DOLCINOPOLIS;246;0,39;235,95;23,2;Sim;;;Não;0;;2206;0;3414,84;28,30;0
3514304;DOURADO;226;0,7;177,21;14,98;Sim;;;Não;0;;8099;0;1851,33;39,34;0
3514403;DRACENA;1819;1,55;283,63;14,57;Não;;;Não;0;;45458;0;1353,2;93,21;0
3514502;DUARTINA;641;0,21;97,1;5,23;Não;;;Não;0;;12327;0;1372,96;46,59;0
3514601;DUMONT;168;1,07;218,87;19,49;Sim;Sim;Sim;Não;0;Sim;9461;0;1069,61;84,95;0
3514700;ECHAPORA;29;0,56;106,06;9,15;Não;;;Não;0;;6206;0;1597,84;12,04;0
3514809;ELDORADO;0;0;0;0;Não;;;Não;0;;13079;0;1412,83;7,91;0
3514908;ELIAS FAUSTO;12;0,19;94,1;7,87;Não;;;Não;0;;17685;0;1526,91;87,39;0
3514924;ELISIARIO;229;0;180;17,73;Sim;Sim;Sim;Não;0;Sim;3138;0;1367,34;33,39;0
3514957;EMBAUBA;248;0;101,43;9,41;;;;Não;0;;2324;0;3420,1;27,96;0
3515004;EMBU DAS ARTES;24;0,85;131,3;9,93;Sim;;;Não;0;;250617;0;1146,19;3560,00;0
3515103;EMBU-GUACU;4;0,39;58,12;5,93;Sim;Sim;Sim;Não;0;Sim;66940;0;973,75;430,09;0
3515129;EMILIANOPOLIS;18;0,21;67,85;3,63;Não;;;Não;0;;3014;0;1849,27;13,39;0
3515152;ENGENHEIRO COELHO;38;1,11;217,09;6,04;Sim;Sim;Sim;Não;0;Não ;19536;0;1544,05;177,70;0
3515186;ESPIRITO SANTO DO PINHAL;684;0,66;195,81;6,04;Sim;Sim;Sim;Não;0;Não ;39830;0;1530,84;102,33;0
3515194;ESPIRITO SANTO DO TURVO;244;0;0;0;Sim;Sim;Sim;Não;0;Sim;4158;0;2050,33;21,47;0
3515202;ESTRELA D'OESTE;390;0,49;209,35;19,8;Não;;;Não;0;;9408;0;1564,62;31,75;0
3515301;ESTRELA DO NORTE;30;0,6;140,39;5,78;Não;;;Não;0;;2703;0;2263,96;10,20;0
3515350;EUCLIDES DA CUNHA PAULISTA;696;1,43;287,57;13,84;;;;Não;0;;7934;0;1404,16;13,82;0
3515400;FARTURA;76;0;0;0;Não;;;Não;0;;16631;0;1337,7;38,75;0
3515509;FERNANDOPOLIS;923;0,85;312,9;32,12;Sim;Sim;Sim;Não;0;Sim;71139;0;1034,16;129,39;0
3515608;FERNANDO PRESTES;86;0,63;277,68;27,39;Sim;Sim;Sim;Não;0;Sim;5939;0;2299,2;34,94;0
3515657;FERNão;23;0,3;107,59;7,51;Sim;Sim;Sim;Não;0;;1655;0;3429,7;16,47;0
3515707;FERRAZ DE VASCONCELOS;207;1,78;218,2;20,6;Sim;Sim;Sim;Não;0;Não ;179120;0;532,8;6062,21;0
3515806;FLORA RICA;0;0;0;0;Não;;;Não;0;;1489;0;2827,54;6,63;0
3515905;FLOREAL;277;0;0;0;Não;;;Não;0;;2735;0;2346,8;13,39;0
3516002;FLORIDA PAULISTA;227;1,09;235,74;9,02;Não;;;Não;0;;12957;0;1161,09;24,72;0
3516101;FLORINIA;7;0,12;60,92;4,3;Sim;Sim;Sim;Não;0;Não ;3843;0;1967,74;17,01;0
3516200;FRANCA;7540;2,58;256,28;21,07;Sim;Sim;Sim;Não;0;Sim;352289;0;861,05;581,64;0
3516309;FRANCISCO MORATO;51;0,61;116,4;8,78;Sim;Sim;Sim;Não;0;Sim;165062;0;558,3;3368,54;0
3516408;FRANCO DA ROCHA;109;1,06;152,17;11,6;Sim;Sim;Sim;Não;0;Não ;144753;0;1004,59;1090,21;0
3516507;GABRIEL MONTEIRO;464;0,89;145,89;10;Não;;;Não;0;;2763;0;2789,96;19,92;0
3516606;GALIA;307;1,3;157,64;12,53;Sim;Sim;Sim;Não;0;Sim;6384;0;1745,42;17,94;0
3516705;GARCA;8013;1,8;263,31;22,54;Não;;;Não;0;;42117;0;1387,6;75,78;0
3516804;GASTAO VIDIGAL;287;0;0;0;Sim;Sim;Sim;Não;0;Sim;3258;0;1479,37;18,04;0
3516853;GAVIAO PEIXOTO;298;0,24;146;10,53;Sim;;;Não;0;;4700;0;4064,05;19,28;0
3516903;GENERAL SALGADO;1278;0,56;288,1;29,55;Não;;;Não;0;;10314;0;1520,61;20,86;0
3517000;GETULINA;35;0,56;158,78;11,76;Não;;;Não;0;;10236;0;1358,1;15,13;0
3517109;GLICERIO;321;0,51;182,52;16,5;Sim;Sim;Sim;Não;0;Não ;4141;0;2409,22;15,18;0
3517208;GUAICARA;73;0,39;113,94;7,15;Sim;Sim;Sim;Não;0;Não ;11235;0;1146,24;40,54;0
3517307;GUAIMBE;125;0,76;205,79;14,55;Não;;;Não;0;;5511;0;1836,71;25,30;0
3517406;GUAIRA;454;1,11;174,04;8,63;Sim;Sim;Sim;Não;0;Sim;39266;0;1232,18;31,20;0
3517505;GUAPIACU;391;1,64;198,21;9,66;Não;;;Não;0;;21682;0;1356,98;66,69;0
3517604;GUAPIARA;1;0,04;21,18;1,25;Não;;;Não;0;;17077;0;1555,83;41,83;0
3517703;GUARA;6;0,11;40,98;2,2;Sim;Sim;Sim;Não;0;;18614;0;1391,52;51,39;0
3517802;GUARACAI;1478;1,21;190,26;13,31;Sim;Sim;Sim;Não;0;Sim;7447;0;1751,96;13,08;0
3517901;GUARACI;116;1,06;104,29;5,02;Sim;Sim;Sim;Não;0;Sim;10347;0;1515,59;16,13;0
3518008;GUARANI D'OESTE;47;0,45;152,7;16,85;Sim;Não;Não ;Não;0;Sim;1968;0;2775,23;22,96;0
3518107;GUARANTA;20;0,27;116,35;7,36;Não;;;Não;0;;6427;0;1576,61;13,92;0
3518206;GUARARAPES;783;1,49;238,65;17,63;Não;;;Não;0;;31040;0;1470,44;32,48;0
3518305;GUARAREMA;263;3,2;274,58;18,21;Não;;;Não;0;;31195;0;1743,47;115,19;0
3518404;GUARATINGUETA;102;1,57;228,22;12,2;Sim;Sim;Sim;Não;0;Sim;118001;0;1313,13;156,78;0
3518503;GUAREI;4;0,08;17,26;1,84;Não;;;Não;0;;15010;0;1322,98;26,43;0
3518602;GUARIBA;1123;0,85;173,23;13,98;Sim;Sim;Sim;Não;0;Sim;37484;0;1161,5;138,68;0
3518701;GUARUJA;81;3,2;274,58;18,21;Sim;Sim;Sim;Não;0;Sim;287656;0;1610,7;1986,66;0
3518800;GUARULHOS;896;2,01;239,83;22,59;Não;;;Não;0;;1291273;0;1072,23;4052,01;0
