cod_ibge;municipio;casos_dengue;precipitacao_total_anual;temp_media_anual;vento_vlc_media_anual;saneamento_basico;abastecimento_agua;esgotamento_sanitario;coleta_residuos;total_coleta_residuos;drenagem_urbana;pop_estimada;pib_municipio;desp_saude_percapta;dens_demografica;desp_percapta_RSU
3518859;GUATAPARA;138;1,38;241,07;23,18;Sim;Sim;Sim;Não;0;Sim;7317;0;1718,35;17,69;0
3518909;GUZOLANDIA;76;0,48;183,87;17,05;Sim;Sim;Sim;Não;0;Sim;4249;0;1738,25;16,83;0
3519006;HERCULANDIA;237;1,85;280,2;34,14;Sim;Sim;Sim;Não;0;Não ;9122;0;1327,73;25,04;0
3519055;HOLAMBRA;164;1,38;216,61;6,04;Sim;Sim;Sim;Não;0;Sim;15064;0;2108,71;229,71;0
3519071;HORTOLANDIA;909;0,96;209,01;22,59;Sim;Sim;Sim;Não;0;Sim;236304;0;1369,54;3785,95;0
3519105;IACANGA;175;0,37;239,84;17,16;Sim;Sim;Sim;Não;0;Sim;10434;0;1937,58;19,06;0
3519204;IACRI;345;1,85;280,2;34,14;Sim;Sim;Sim;Não;0;Sim;6133;0;1571,69;19,05;0
3519253;IARAS;253;0,36;108,66;11,17;Sim;Sim;Sim;Não;0;Sim;7997;0;1453,33;19,92;0
3519303;IBATE;1349;1,13;180,76;11,9;Não;;;Não;0;;32168;0;920,92;110,55;0
3519402;IBIRA;773;0;206,43;21,08;Não;;;Não;0;;11684;0;1311,12;42,97;0
3519501;IBIRAREMA;13;0;0;0;Não;;;Não;0;;6387;0;1570,84;27,98;0
3519600;IBITINGA;510;0,25;192,74;14,77;Sim;Sim;Sim;Não;0;Sim;59982;0;970,81;87,01;0
3519709;IBIUNA;7;0,22;88,03;7,83;Não;;;Não;0;;75574;0;1207;71,43;0
3519808;ICEM;167;1,24;151,06;7,14;Não;;;Não;0;;7816;0;2185,98;21,57;0
3519907;IEPE;119;1,17;183,58;13,45;Sim;Sim;Sim;Não;0;Sim;7619;0;2686,99;12,81;0
3520004;IGARACU DO TIETE;40;0,12;62,32;6,27;Sim;Sim;Sim;Não;0;Sim;23108;0;961,6;236,41;0
3520103;IGARAPAVA;70;1,24;244,59;16,52;Sim;Sim;Sim;Não;0;Sim;26224;0;1352,73;55,99;0
3520202;IGARATA;4;0,37;92,28;8;Sim;Sim;Sim;Não;0;Sim;10592;0;1258,42;36,16;0
3520301;IGUAPE;7;0,66;58,6;3,47;Não;;;Não;0;;29113;0;1040,38;14,71;0
3520400;ILHABELA;563;0;0;0;Sim;Sim;Sim;Não;0;Sim;34882;0;6700,78;100,70;0
3520426;ILHA COMPRIDA;4;0,23;41,57;3,59;;;;Não;0;;13382;0;2168,33;68,08;0
3520442;ILHA SOLTEIRA;58;0,76;286,43;29,13;Sim;Sim;Sim;Não;0;Sim;25546;0;1909,53;39,14;0
3520509;INDAIATUBA;1457;0,93;224,78;23,66;Sim;Sim;Sim;Não;0;Sim;255326;0;1425,74;819,55;0
3520608;INDIANA;212;0,57;163,86;6,29;Sim;Sim;Sim;Não;0;Sim;5088;0;1922,64;39,33;0
3520707;INDIAPORA;14;0,15;153,05;16,13;Sim;Sim;Sim;Não;0;Sim;4034;0;2101,4;14,43;0
3520806;INUBIA PAULISTA;264;1,12;261,73;13,14;Não;;;Não;0;;3615;0;1525,61;41,49;0
3520905;IPAUSSU;29;0;0;0;Sim;Sim;Sim;Não;0;Sim;13712;0;1302,33;65,43;0
3521002;IPERO;21;0,27;123,6;13,67;Não;;;Não;0;;36395;0;1074,15;213,72;0
3521101;IPEUNA;47;0,87;187,23;19,69;Sim;Sim;Sim;Não;0;Sim;6825;0;2573,87;35,92;0
3521150;IPIGUA;32;0,54;185,1;16,94;Não;;;Não;0;;6742;0;1381,9;49,56;0
3521200;IPORANGA;0;0;0;0;Não;;;Não;0;;4048;0;1943,23;3,51;0
3521309;IPUA;83;1,23;223,67;14,52;Sim;Sim;Sim;Não;0;Sim;14452;0;2137,82;30,98;0
3521408;IRACEMAPOLIS;75;0,35;102,37;10,6;Sim;;;Não;0;;21953;0;914,67;190,70;0
3521507;IRAPUA;36;0,12;115,26;10,32;Sim;;;Não;0;;6870;0;1603,42;26,67;0
3521606;IRAPURU;145;1,1;231,26;12,27;Não;;;Não;0;;7090;0;1069,03;33,06;0
3521705;ITABERA;12;0,32;82,2;5,06;Sim;Sim;Sim;Não;0;Sim;17982;0;1531,58;16,34;0
3521804;ITAI;4;0,59;81,6;10,14;Não;;;Não;0;;25172;0;1505,4;23,03;0
3521903;ITAJOBI;1119;0;180,93;16,94;Sim;Sim;Sim;Não;0;Sim;16971;0;1599,28;33,80;0
3522000;ITAJU;17;0,12;78,19;6,39;Sim;;;Não;0;;3615;0;1818,09;15,69;0
3522109;ITANHAEM;96;2,01;239,83;22,59;Sim;Sim;Sim;Não;0;Sim;112276;0;1120,7;186,59;0
3522158;ITAOCA;1;0,17;14,88;0,78;Não;;;Não;0;;3421;0;1802,6;18,69;0
3522208;ITAPECERICA DA SERRA;5;0,75;61,36;4,21;Sim;Sim;Sim;Não;0;Não ;158480;0;883,16;1051,33;0
3522307;ITAPETININGA;74;0,28;104,21;12,76;Sim;;;Não;0;;157693;0;1329,41;88,13;0
3522406;ITAPEVA;638;1,2;182,81;15,44;Sim;Sim;Sim;Não;0;Não ;89714;0;1614,79;49,12;0
3522505;ITAPEVI;42;0,55;112,15;8,45;Sim;Sim;Sim;Não;0;Sim;232062;0;1075,95;2807,50;0
3522604;ITAPIRA;131;1,16;194,73;4,94;Sim;Sim;Sim;Não;0;Sim;71997;0;791,83;138,88;0
3522653;ITAPIRAPUA PAULISTA;3;0,13;36,75;3,12;Não;;;Não;0;;4303;0;1997,74;10,59;0
3522703;ITAPOLIS;290;0,37;239,6;17,54;Sim;Sim;Sim;Não;0;Sim;39497;0;1291,63;39,63;0
3522802;ITAPORANGA;469;0,6;138,57;9,64;Não;;;Não;0;;14088;0;1088,84;27,73;0
3522901;ITAPUI;142;0,57;195,01;18,27;Sim;Sim;Sim;Não;0;Sim;13648;0;1480,02;97,47;0
3523008;ITAPURA;32;0,74;162,96;12,36;Sim;Sim;Sim;Não;0;Sim;3982;0;1914,79;13,20;0
3523107;ITAQUAQUECETUBA;193;1,25;183,36;16,68;Sim;Sim;Sim;Não;0;Sim;368922;0;600,31;4465,18;0
3523206;ITARARE;65;0,88;140,13;11,17;Sim;;;Não;0;;44461;0;962,83;44,29;0
3523305;ITARIRI;0;0;0;0;Sim;;;Não;0;;15528;0;1448,3;56,74;0
3523404;ITATIBA;241;0,86;208,87;18,89;Sim;Sim;Sim;Não;0;Não ;121437;0;1098,9;376,82;0
3523503;ITATINGA;3;0,26;72,11;7,54;Não;;;Não;0;;19063;0;1150,35;19,46;0
3523602;ITIRAPINA;74;0,65;119,58;7,26;Sim;Sim;Sim;Não;0;Sim;16144;0;1687,8;28,59;0
3523701;ITIRAPUA;206;1,33;170,51;13,87;Sim;;;Não;0;;5780;0;1117,88;35,87;0
3523800;ITOBI;15;0,83;109,84;5,95;Sim;;;Não;0;;8042;0;1143,17;57,86;0
3523909;ITU;485;0,93;224,78;23,66;Sim;Sim;Sim;Não;0;Sim;168138;0;1550,11;262,42;0
3524006;ITUPEVA;109;0,64;120,12;8,22;Sim;Sim;Sim;Não;0;Sim;70394;0;1756,29;350,44;0
3524105;ITUVERAVA;527;1,24;218,07;15,42;Sim;Sim;Sim;Não;0;Sim;37579;0;1413,8;53,33;0
3524204;JABORANDI;96;1,19;150,3;7,32;Sim;Sim;Sim;Não;0;Sim;6224;0;1716,34;22,76;0
3524303;JABOTICABAL;605;1,65;265,59;24,8;Sim;Sim;Sim;Não;0;Sim;71820;0;1675,27;101,64;0
3524402;JACAREI;477;3,18;246,26;16,13;Não;;;Não;0;;240060;0;1259,31;517,07;0
3524501;JACI;243;0,93;277,87;27,08;Sim;Sim;Sim;Não;0;Sim;7597;0;1445,92;52,35;0
3524600;JACUPIRANGA;4;0,5;87,7;7,79;Sim;Sim;Sim;Não;0;Não ;16104;0;965,07;22,87;0
3524709;JAGUARIUNA;426;1,38;240,12;6,04;Sim;Sim;Sim;Não;0;Sim;59227;0;2540,1;418,89;0
3524808;JALES;2835;0,85;312,9;32,12;Sim;Sim;Sim;Não;0;Sim;48764;0;1254,17;132,30;0
3524907;JAMBEIRO;0;0;0;0;Não;;;Não;0;;6389;0;1332,41;34,65;0
3525003;JANDIRA;1;0,01;18,11;1,17;Não;;;Não;0;;117975;0;814,96;6761,13;0
3525102;JARDINOPOLIS;30;0,62;133,34;10,73;Sim;Sim;Sim;Não;0;Sim;45224;0;1141,23;90,11;0
3525201;JARINU;89;1,13;160,72;13,61;Não;;;Não;0;;37417;0;1221,49;180,28;0
3525300;JAU;902;0,95;274,78;21,37;Sim;Sim;Sim;Não;0;Sim;133480;0;1355,36;194,26;0
3525409;JERIQUARA;42;0,33;83,88;4,67;Sim;Sim;Sim;Não;0;Sim;3858;0;1597,55;27,17;0
3525508;JOANOPOLIS;4;0,23;58,72;5,66;Sim;Sim;Sim;Não;0;Sim;12807;0;1313,32;34,22;0
3525607;JOAO RAMALHO;98;0,27;95,81;6,48;Sim;Sim;Sim;Não;0;Sim;4369;0;1611,5;10,52;0
3525706;JOSE BONIFACIO;2362;0,55;228,32;22,35;Não;;;Não;0;;36605;0;1136,33;42,55;0
3525805;JULIO MESQUITA;145;0,83;167,32;15,62;Sim;Sim;Sim;Não;0;Sim;4255;0;1655,06;33,19;0
3525854;JUMIRIM;1;0,04;22,58;2,09;Sim;;;Não;0;;3054;0;1819,36;53,88;0
3525904;JUNDIAI;863;1,98;237,18;17,93;Sim;Sim;Sim;Não;0;Sim;442667;0;1762,8;1026,58;0
3526001;JUNQUEIROPOLIS;1439;1,17;237,34;8,34;Sim;Sim;Sim;Não;0;Sim;20436;0;1533,54;35,08;0
3526100;JUQUIA;0;0;0;0;Sim;Sim;Sim;Não;0;Sim;17168;0;1070,98;21,12;0
3526209;JUQUITIBA;182;0,75;114,08;8,11;Não;;;Não;0;;27413;0;999,49;52,50;0
3526308;LAGOINHA;15;0,16;50,58;0,76;Sim;Sim;Sim;Não;0;Sim;5081;0;1597,29;19,89;0
3526407;LARANJAL PAULISTA;71;0,96;209,01;22,59;Não;;;Não;0;;26254;0;1379,97;68,32;0
3526506;LAVINIA;92;0,89;162,7;12,25;Sim;Sim;Sim;Não;0;Sim;9682;0;1178,16;18,01;0
3526605;LAVRINHAS;5;0,17;59,87;3,35;Sim;Sim;Sim;Não;0;Sim;7167;0;1620,34;42,90;0
3526704;LEME;83;1,21;238,78;14,63;Sim;Sim;Sim;Não;0;Sim;98115;0;1275,58;243,54;0
3526803;LENCOIS PAULISTA;141;0,3;152,5;12,43;Sim;Sim;Sim;Não;0;Sim;66468;0;1111,68;82,11;0
3526902;LIMEIRA;725;0,96;209,01;22,59;Sim;Sim;Sim;Não;0;Sim;291756;0;1089,83;502,41;0
3527009;LINDOIA;170;0,89;171,7;4,94;Não;;;Não;0;;7012;0;1504,56;143,82;0
3527108;LINS;2116;0,9;229,68;16,76;Sim;Sim;Sim;Não;0;Sim;74755;0;990,37;131,14;0
3527207;LORENA;17;0,93;166,82;8,21;Não;;;Não;0;;84839;0;1202,69;204,85;0
3527256;LOURDES;111;0,93;255,86;23,97;Sim;Sim;Sim;Não;0;Sim;1951;0;2712,9;17,12;0
3527306;LOUVEIRA;117;1,33;181,75;15,55;Sim;Sim;Sim;Não;0;Sim;51727;0;2550,53;928,04;0
3527405;LUCELIA;210;1,17;212,77;16,02;Sim;;;Não;0;;20060;0;1125,87;63,72;0
3527504;LUCIANOPOLIS;49;0,16;70,43;4,19;Não;;;Não;0;;2371;0;2443,58;12,51;0
3527603;LUIS ANTONIO;640;2,18;269,84;22,23;Não;;;Não;0;;12258;0;2476,15;20,49;0
3527702;LUIZIANIA;381;1,12;166,31;18,63;Não;;;Não;0;;4703;0;1794,36;28,23;0
3527801;LUPERCIO;33;0,85;148,5;13,35;Sim;Sim;Sim;Não;0;Sim;3983;0;1569,04;25,67;0
3527900;LUTECIA;314;0,95;150,63;12,49;Não;;;Não;0;;2661;0;2957,41;5,60;0
3528007;MACATUBA;73;0,12;139,13;11,14;Sim;;;Não;0;;16825;0;1656,43;74,94;0
3528106;MACAUBAL;80;0,49;140,31;11,73;Sim;Sim;Sim;Não;0;Sim;7482;0;1430,33;30,16;0
3528205;MACEDONIA;77;0,73;285,22;29,1;Não;;;Não;0;;3961;0;2497,31;12,09;0
3528304;MAGDA;122;0;0;0;Sim;Sim;Sim;Não;0;Sim;3165;0;2181,62;10,14;0
3528403;MAIRINQUE;5;0,06;43,84;3,88;Sim;Sim;Sim;Não;0;Sim;49976;0;794,66;237,81;0
3528502;MAIRIPORA;33;1,11;170,72;17,22;Sim;Sim;Sim;Não;0;Sim;93757;0;1266,18;292,35;0
3528601;MANDURI;5;0,26;45,98;4,94;Sim;Sim;Sim;Não;0;Sim;9865;0;1455,36;43,07;0
3528700;MARABA PAULISTA;263;0,41;137,23;5,62;Sim;Sim;Sim;Não;0;;4575;0;1784,12;4,98;0
3528809;MARACAI;20;0,37;100,48;6,92;Sim;Sim;Sim;Não;0;Sim;12677;0;1748,35;23,76;0
3528858;MARAPOAMA;44;0;127,05;12,35;Não;;;Não;0;;3287;0;2009,85;29,54;0
3528908;MARIAPOLIS;143;0,96;235,1;12,47;Não;;;Não;0;;3516;0;1870,62;18,85;0
3529005;MARILIA;1337;1,8;263,31;22,54;Sim;Sim;Sim;Não;0;Sim;237475;0;1219,14;202,88;0
3529104;MARINOPOLIS;200;0,24;183,54;17,81;Não;;;Não;0;;1862;0;2515,78;23,92;0
3529203;MARTINOPOLIS;1430;0,9;139,36;10,13;Não;;;Não;0;;24876;0;1288,65;19,84;0
3529302;MATAO;2640;0,98;194,96;16,99;Sim;Sim;Sim;Não;0;Sim;79017;0;990,82;150,54;0
3529401;MAUA;92;1,29;195,61;18,89;Sim;Sim;Sim;Não;0;Sim;418253;0;991,55;6752,88;0
3529500;MENDONCA;504;0,65;230,83;21,66;Sim;Sim;Sim;Não;0;Não ;6147;0;2375,36;31,50;0
3529609;MERIDIANO;117;0;0;0;Sim;Sim;Sim;Não;0;Sim;4567;0;2204,75;20,01;0
3529658;MESOPOLIS;60;0,31;136,54;13,11;Sim;Sim;Sim;Não;0;Sim;1952;0;2849,23;13,13;0
3529708;MIGUELOPOLIS;8;0,61;103,94;7,07;Não;;;Não;0;;19448;0;1484,3;23,69;0
3529807;MINEIROS DO TIETE;64;0,6;154,31;12,8;;;;Não;0;;11235;0;1302,37;52,69;0
3529906;MIRACATU;39;1,59;133,71;9,29;Sim;Sim;Sim;Não;0;Sim;18566;0;1195,38;18,54;0
3530003;MIRA ESTRELA;145;0;0;0;Sim;Sim;Sim;Não;0;Sim;3124;0;2390,22;14,41;0
3530102;MIRANDOPOLIS;653;1,49;238,65;17,63;Sim;Sim;Sim;Não;0;Sim;27979;0;1122,79;30,49;0
3530201;MIRANTE DO PARANAPANEMA;159;0,96;235,1;12,47;Sim;Sim;Sim;Não;0;Não ;15925;0;1743,7;12,85;0
3530300;MIRASSOL;633;0,65;230,83;21,66;Sim;Sim;Sim;Não;0;Não ;63265;0;710,96;260,11;0
3530409;MIRASSOLANDIA;9;0;0;0;Não;;;Não;0;;4666;0;1871,39;28,09;0
3530508;MOCOCA;25;0,86;152,22;8,9;Sim;Sim;Sim;Não;0;Sim;67671;0;1184,9;79,13;0
3530607;MOGI DAS CRUZES;190;2,25;233,34;15,42;Não;;;Não;0;;451028;0;955,44;632,99;0
3530706;MOGI GUACU;2422;1,11;217,09;6,04;Não;;;Não;0;;153538;0;1206,82;188,91;0
3530805;MOGI MIRIM;251;1,38;240,12;6,04;Sim;Sim;Sim;Não;0;Sim;92515;0;1599,4;185,88;0
3530904;MOMBUCA;2;0,08;36,27;3,87;Sim;Sim;Sim;Não;0;Sim;3719;0;2041,96;27,82;0
3531001;MONCOES;245;0,77;145,84;12,28;Sim;Sim;Sim;Não;0;Não ;1938;0;3931,62;18,57;0
3531100;MONGAGUA;15;0,88;149,09;15,23;Sim;;;Não;0;;61826;0;1427,44;433,09;0
3531209;MONTE ALEGRE DO SUL;4;0,12;55,09;5,25;Não;;;Não;0;;8616;0;851,2;78,11;0
3531308;MONTE ALTO;1539;0,16;256,31;25,67;Sim;Sim;Sim;Não;0;Sim;47567;0;1352,85;137,10;0
3531407;MONTE APRAZIVEL;475;0;0;0;Sim;;;Não;0;;22276;0;1070,16;44,95;0
3531506;MONTE AZUL PAULISTA;383;0;0;0;Não;;;Não;0;;18156;0;1711,69;68,91;0
3531605;MONTE CASTELO;445;1,55;283,63;14,57;;;;Não;0;;4221;0;1912,45;18,07;0
3531704;MONTEIRO LOBATO;2;0,06;35,2;3,76;Sim;Sim;Sim;Não;0;Sim;4138;0;1841,71;12,44;0
3531803;MONTE MOR;6;0,1;40,83;4,19;Sim;Sim;Sim;Não;0;Sim;64537;0;1176,7;268,27;0
3531902;MORRO AGUDO;1361;0;0;0;Sim;Sim;Sim;Não;0;Sim;27941;0;1853,6;20,13;0
3532009;MORUNGABA;3;0,57;65,75;5,07;Sim;Sim;Sim;Não;0;Sim;13705;0;1997,44;93,39;0
3532058;MOTUCA;324;0,82;153,11;11,5;Não;;;Não;0;;4036;0;2113,94;17,65;0
3532108;MURUTINGA DO SUL;220;1;169,82;12,4;Sim;Sim;Sim;Não;0;Sim;3740;0;1883,61;14,91;0
3532157;NANTES;5;0,04;42,11;2,63;Sim;Sim;Sim;Não;0;Sim;2660;0;2743,89;9,28;0
3532207;NARANDIBA;78;0,91;163,11;7,39;Não;;;Não;0;;5702;0;1926,66;15,96;0
3532306;NATIVIDADE DA SERRA;0;0;0;0;Sim;Sim;Sim;Não;0;Sim;6997;0;1195,11;8,40;0
3532405;NAZARE PAULISTA;0;0;0;0;Sim;;;Não;0;;18204;0;1088,77;55,80;0
3532504;NEVES PAULISTA;347;0,49;140,31;11,73;Não;;;Não;0;;9692;0;1196,41;44,25;0
3532603;NHANDEARA;685;0;0;0;Sim;Sim;Sim;Não;0;Sim;9858;0;1370,32;22,60;0
3532702;NIPOA;290;0,61;207,04;18,92;Sim;Sim;Sim;Não;0;Sim;4747;0;1275,89;34,50;0
3532801;NOVA ALIANCA;571;0,51;182,52;16,5;Sim;Sim;Sim;Não;0;Sim;6687;0;1847,57;30,74;0
3532827;NOVA CAMPINA;0;0;0;0;Não;;;Não;0;;8497;0;1537,74;22,05;0
3532843;NOVA CANAA PAULISTA;49;0,31;112,7;10,33;Sim;Sim;Sim;Não;0;Sim;2033;0;2819,18;16,33;0
3532868;NOVA CASTILHO;204;0;0;0;;;;Não;0;;1062;0;3880,67;5,79;0
3532900;NOVA EUROPA;596;0,37;239,6;17,54;Sim;Sim;Sim;Não;0;Sim;9311;0;1780,29;58,10;0
3533007;NOVA GRANADA;1060;0;0;0;Não;;;Não;0;;19417;0;1239,21;36,51;0
3533106;NOVA GUATAPORANGA;82;1,55;283,63;14,57;Não;;;Não;0;;2156;0;2152,75;63,12;0
3533205;NOVA INDEPENDENCIA;655;1,13;213,4;4,98;Sim;;;Não;0;;4596;0;2364,7;17,34;0
3533254;NOVAIS;39;0;104,59;9,75;Não;;;Não;0;;4413;0;1685,84;37,47;0
3533304;NOVA LUZITANIA;302;0;0;0;Não;;;Não;0;;2841;0;2640,74;38,49;0
3533403;NOVA ODESSA;273;0,62;163,99;17,51;Sim;Sim;Sim;Não;0;Sim;61937;0;1583,45;839,39;0
3533502;NOVO HORIZONTE;2160;0,57;183,69;12,69;Sim;Sim;Sim;Não;0;Sim;38312;0;1482,72;41,12;0
3533601;NUPORANGA;144;2,58;256,28;21,07;Não;;;Não;0;;7387;0;1527,51;21,21;0
3533700;OCAUCU;6;0,15;41,45;3,46;Sim;Sim;Sim;Não;0;Sim;4330;0;1998,15;14,38;0
3533809;OLEO;1;0;0;0;Sim;;;Não;0;;2513;0;2065,64;12,63;0
3533908;OLIMPIA;1723;1,64;198,21;9,66;Sim;Sim;Sim;Não;0;Não ;55037;0;1186,37;68,58;0
3534005;ONDA VERDE;280;1,64;198,21;9,66;Sim;Sim;Sim;Não;0;Não ;4764;0;1953,06;19,61;0
3534104;ORIENTE;146;0,68;131,71;10,16;Não;;;Não;0;;6085;0;1461,72;27,83;0
3534203;ORINDIUVA;869;0;0;0;Não;;;Não;0;;6022;0;2747,37;24,34;0
3534302;ORLANDIA;573;1,24;244,59;16,52;Sim;Sim;Sim;Não;0;Não ;38329;0;1180,36;131,37;0
3534401;OSASCO;406;1,98;237,18;17,93;Não;;;Não;0;;728166;0;1314,62;11210,49;0
3534500;OSCAR BRESSANE;176;0,68;131,71;10,16;Sim;Sim;Sim;Não;0;Sim;2470;0;2615,15;11,12;0
3534609;OSVALDO CRUZ;848;1,39;254,94;31,51;Sim;;;Não;0;;31270;0;1048,6;126,07;0
3534708;OURINHOS;1715;0;0;0;Sim;;;Não;0;;103963;0;1639,89;351,44;0
3534757;OUROESTE;44;0,4;186,62;17,94;Sim;Sim;Sim;Não;0;Não ;10280;0;2539,96;35,61;0
3534807;OURO VERDE;517;1,22;233,76;8,91;Não;;;Não;0;;7779;0;1271,19;29,16;0
3534906;PACAEMBU;447;1,55;283,63;14,57;Sim;Sim;Sim;Não;0;Sim;14865;0;1028,4;43,80;0
3535002;PALESTINA;945;0;0;0;Sim;;;Não;0;;11473;0;1629,44;16,44;0
3535101;PALMARES PAULISTA;272;0;232,77;23,54;Sim;Sim;Sim;Não;0;Sim;9658;0;930,17;117,60;0
3535200;PALMEIRA D'OESTE;937;0,8;288,43;28,79;Não;;;Não;0;;8908;0;1388,52;27,95;0
3535309;PALMITAL;34;0;0;0;Não;;;Não;0;;19605;0;1762,01;35,75;0
3535408;PANORAMA;150;0,88;211,41;6,04;Não;;;Não;0;;14961;0;1085,66;42,02;0
3535507;PARAGUACU PAULISTA;2372;1,17;183,58;13,45;Sim;Sim;Sim;Não;0;Não ;41128;0;1226,36;41,07;0
3535606;PARAIBUNA;17;0;0;0;Sim;Sim;Sim;Não;0;Não ;17665;0;1212,8;21,82;0
3535705;PARAISO;109;0,56;280,47;27,54;Sim;Sim;Sim;Não;0;Não ;6098;0;1487,11;39,29;0
3535804;PARANAPANEMA;1;0,08;16,72;1,79;Sim;Sim;Sim;Não;0;Sim;19384;0;1639,26;19,03;0
3535903;PARANAPUA;446;0,31;186,75;17,5;Sim;Sim;Sim;Não;0;Sim;4029;0;2100,82;28,71;0
3536000;PARAPUA;148;1,64;232,07;28,17;Sim;Sim;Sim;Não;0;Sim;10582;0;1420,38;28,86;0
3536109;PARDINHO;2;0;51,22;5,18;Sim;Não;Não ;Não;0;Sim;7141;0;1407,68;34,02;0
3536208;PARIQUERA-ACU;11;1,03;170,25;15,26;Sim;Não;Não ;Não;0;Sim;19227;0;1045,25;53,50;0
3536257;PARISI;59;0;0;0;Não;;;Não;0;;2885;0;2310,11;34,05;0
3536307;PATROCINIO PAULISTA;1765;0,93;146,11;11,3;Sim;Sim;Sim;Não;0;Não ;14501;0;1262,4;24,05;0
3536406;PAULICEIA;682;1,55;283,63;14,57;Sim;Sim;Sim;Não;0;Sim;7942;0;1716,95;21,23;0
3536505;PAULINIA;4783;1,38;240,12;6,04;Sim;Sim;Sim;Não;0;Sim;110309;0;4339,96;794,87;0
3536570;PAULISTANIA;15;0,07;43,58;2,94;Sim;;;Não;0;;2088;0;3117,8;8,15;0
3536604;PAULO DE FARIA;329;0;0;0;Sim;;;Não;0;;7408;0;2217,99;10,04;0
3536703;PEDERNEIRAS;35;0,74;146,87;10,98;Sim;Sim;Sim;Não;0;Sim;44803;0;1362,06;61,59;0
3536802;PEDRA BELA;1;0,07;17,17;1,85;Sim;Sim;Sim;Não;0;Sim;6551;0;1420,32;41,31;0
3536901;PEDRANOPOLIS;75;0;0;0;Sim;Sim;Sim;Não;0;Não ;2785;0;2316,62;10,71;0
3537008;PEDREGULHO;117;0,91;105,39;7,39;;;;Não;0;;15526;0;1358;21,79;0
3537107;PEDREIRA;281;0,61;170,81;6,04;Sim;Sim;Sim;Não;0;Sim;43101;0;1278,99;396,09;0
3537156;PEDRINHAS PAULISTA;19;0,15;59,74;3,69;Sim;Não;Não ;Não;0;Não ;2805;0;2896,6;18,42;0
3537206;PEDRO DE TOLEDO;0;0;0;0;Sim;Sim;Sim;Não;0;Sim;11273;0;1544,48;16,81;0
3537305;PENAPOLIS;3281;0,93;255,86;23,97;Sim;Sim;Sim;Não;0;Sim;61656;0;1345,2;86,68;0
3537404;PEREIRA BARRETO;214;0,89;145,89;10;Sim;;;Não;0;;24101;0;1568,5;24,74;0
3537503;PEREIRAS;25;0,31;83,22;7,93;Não;;;Não;0;;8727;0;1283,65;39,11;0
3537602;PERUIBE;57;2,75;203,44;13,62;Não;;;Não;0;;68288;0;1544,75;209,33;0
3537701;PIACATU;771;0,81;180,4;21,98;Não;;;Não;0;;5517;0;1685,69;23,73;0
3537800;PIEDADE;4;0,08;70,13;6,03;Sim;Sim;Sim;Não;0;Sim;52964;0;1015,2;70,91;0
3537909;PILAR DO SUL;2;0,02;15,45;1,68;Sim;Sim;Sim;Não;0;Sim;27610;0;1127,27;40,53;0
3538006;PINDAMONHANGABA;502;1,28;177,06;13,85;Não;;;Não;0;;165292;0;1416,52;226,01;0
3538105;PINDORAMA;364;0,63;305,22;29,52;Sim;Sim;Sim;Não;0;Sim;14545;0;1224,16;78,70;0
3538204;PINHALZINHO;16;0,39;78,13;6,7;Não;;;Não;0;;15208;0;957,98;98,42;0
3538303;PIQUEROBI;60;0,93;209,3;9,02;Sim;Sim;Sim;Não;0;Sim;3266;0;2635,04;6,77;0
3538501;PIQUETE;10;0,51;59,23;3,22;Sim;Sim;Sim;Não;0;Sim;12501;0;1196,98;71,03;0
3538600;PIRACAIA;3;0,29;55,18;5,28;Sim;Sim;Sim;Não;0;Sim;26023;0;1009,48;67,49;0
